,id,lat,lon,type
86,6498117,56.1476804,47.2331794,parkings
87,6498119,56.140050599999995,47.20888736,parkings
88,6498121,56.1508179,47.20135905,parkings
89,6611121,56.0984242625,47.2879754,parkings
90,6675751,56.147061625,47.1913878875,parkings
91,6775129,56.12850500625001,47.32205875624999,parkings
92,6802690,56.0781883,47.223437360000005,parkings
93,7053034,56.13325978571429,47.244999721428584,parkings
94,7233173,56.07731584999999,47.27194045,parkings
95,7233174,56.07821848571428,47.27076611428572,parkings
96,7312273,56.141761133333326,47.25289900833332,parkings
97,7329753,56.146151275,47.2243386,parkings
98,7331528,56.14883711428571,47.201829228571434,parkings
99,7414240,56.131632460000006,47.29848426,parkings
100,7447331,56.12655130000001,47.39302309166666,parkings
101,7587796,56.14991176296297,47.25421602962962,parkings
102,7596589,56.11864084,47.195101519999994,parkings
103,7737718,56.122407775,47.1864188125,parkings
104,7763501,56.0830972,47.2911566,parkings
105,7763502,56.08189513333334,47.29071138333333,parkings
106,7764208,56.07570016666667,47.27850531666667,parkings
107,7799612,56.117475375,47.195783199999994,parkings
108,7799613,56.117520649999996,47.19348143333334,parkings
109,7811062,56.131731825,47.1650693,parkings
110,7821220,56.14524915,47.1983595,parkings
111,7821221,56.145539250000006,47.19961715,parkings
112,7823067,56.1461144625,47.2170418,parkings
113,7835721,56.13516221304348,47.24237140434782,parkings
114,7835724,56.13286813636363,47.242468054545455,parkings
115,7835726,56.132635560000004,47.24266028,parkings
116,7835728,56.13233328333333,47.24211578333334,parkings
117,7845660,56.14541706,47.23819416,parkings
118,7887800,56.12586285357143,47.38910975,parkings
119,7889371,56.128976725,47.21545115,parkings
120,7889372,56.128604849999995,47.21535175,parkings
121,7889373,56.1282379,47.214702675,parkings
122,7889374,56.125070625,47.207032225,parkings
123,7889375,56.124087249999995,47.204445875000005,parkings
124,7889383,56.1147846,47.1796223375,parkings
125,7889385,56.1138876,47.1818161,parkings
126,7889386,56.112860025,47.18424015,parkings
127,7889388,56.115666340000004,47.19030856,parkings
128,7889389,56.114889375000004,47.18905672500001,parkings
129,7889390,56.11327545,47.1863414,parkings
130,7889391,56.11286718,47.18573802,parkings
131,7891313,56.14586648571428,47.19401881428571,parkings
132,7892024,56.1285062,47.204357375,parkings
133,7893657,56.1470542,47.225934699999996,parkings
134,7897679,56.13647733513513,47.16203408108108,parkings
135,7901360,56.142328575,47.166415525,parkings
136,7901361,56.1429724,47.16667754000001,parkings
137,7901365,56.142759950000006,47.16917874999999,parkings
138,7903007,56.148911524999995,47.175383175,parkings
139,7903008,56.148884425,47.1803154,parkings
140,7903009,56.1529278125,47.176808412499994,parkings
141,7903010,56.1531502,47.174328024999994,parkings
142,7903011,56.14928843157894,47.177383668421044,parkings
143,7903018,56.14760824999999,47.170568412499996,parkings
144,7903019,56.14910175,47.1701843625,parkings
145,7903022,56.14979481249999,47.171174012499996,parkings
146,7909422,56.144761685714286,47.23190004285714,parkings
147,7910223,56.143638375,47.167773425,parkings
148,7910224,56.14434185,47.16848585,parkings
149,7922764,56.13077892500001,47.291107725,parkings
150,7936309,56.107487750000004,47.274428625,parkings
151,7936310,56.111298624999996,47.269421825,parkings
152,7936311,56.111803474999995,47.269951475,parkings
153,7936314,56.10690248333333,47.26362796666666,parkings
154,7940018,56.10879806470587,47.294410147058834,parkings
155,7949029,56.135398574999996,47.25003145,parkings
156,7949030,56.13526115,47.25545266666666,parkings
157,7962827,56.10746190588236,47.280119564705885,parkings
158,7964393,56.11221398333333,47.19209978333333,parkings
159,8162292,56.127617823076925,47.17440015384615,parkings
160,8178558,56.149492425,47.18884527499999,parkings
161,8178559,56.14959966,47.18947288,parkings
162,8192748,56.11378045000001,47.25157669166668,parkings
163,8192757,56.11636303043479,47.25502058695653,parkings
164,8203606,56.12562835833333,47.263258625,parkings
165,8203607,56.12962913,47.296763039999995,parkings
166,8203609,56.129456471428576,47.29894548571429,parkings
167,8203617,56.12498798571428,47.268839642857145,parkings
168,8204733,56.11725463333334,47.27157948333333,parkings
169,8204735,56.11642820000001,47.27240992857143,parkings
170,8208422,56.102400724999995,47.253257633333334,parkings
171,8208423,56.10481642,47.25662668,parkings
172,8208434,56.102606200000004,47.25437198,parkings
173,8210416,56.12878950000001,47.31863686,parkings
174,8213285,56.1219202,47.3212745,parkings
175,8214071,56.1203365,47.35921820833334,parkings
176,8214076,56.125118384615384,47.363853407692304,parkings
177,8217129,56.13430363571428,47.31529463571429,parkings
178,8240389,56.107945025,47.2945615,parkings
179,8240397,56.11807505384615,47.28905008461539,parkings
180,8240398,56.1174812,47.286962725,parkings
181,8244474,56.09811888333334,47.26154350000001,parkings
182,8419588,56.132688800000004,47.1593432,parkings
183,8419592,56.13223433333334,47.15856671666666,parkings
184,8419593,56.131625183333334,47.158379283333325,parkings
185,8419596,56.1314987,47.156007625,parkings
186,8429513,56.136088,47.2950074,parkings
187,8429514,56.134803899999994,47.293970300000005,parkings
188,9049262,56.144045750000004,47.1614937,parkings
189,9224780,56.081909599999996,47.321048366666666,parkings
190,9486963,56.113690274999996,47.2949160125,parkings
191,9486968,56.104718350000006,47.296790449999996,parkings
192,9571372,56.13862398333333,47.194032533333335,parkings
193,10016005,56.112586775,47.244066525,parkings
194,10016006,56.111112825000006,47.241227975,parkings
195,10059227,56.107289712500005,47.2437903,parkings
196,10059228,56.10994913333334,47.2348274,parkings
197,10059235,56.10965006,47.23560867,parkings
198,10086634,56.06710389,47.27709265,parkings
199,10086636,56.067689550000004,47.27830113571429,parkings
200,10086639,56.064161119999994,47.269389919999995,parkings
201,10310109,56.109959937499994,47.333713787499995,parkings
202,10318333,56.124990399999994,47.248131199999996,parkings
203,10328020,56.14865475,47.175966125,parkings
204,10328183,56.135433500000005,47.159405866666674,parkings
205,10354846,56.148949125,47.166465575000004,parkings
206,10512513,56.15123477142857,47.2115862,parkings
207,10541720,56.13711801538461,47.16621745384616,parkings
208,10541721,56.13447642727272,47.159076163636364,parkings
209,10614605,56.089170725,47.272974225,parkings
210,11380311,56.092465875,47.276423325,parkings
211,12283602,56.14247612222222,47.16420282222222,parkings
212,12390852,56.126173575,47.222525524999995,parkings
213,12406484,56.118036149999995,47.26292137499999,parkings
214,12451301,56.1117069,47.26657379000001,parkings
215,12542295,56.11923634444444,47.2932693,parkings
216,12542299,56.11937556666666,47.29209673333334,parkings
217,12868395,56.086877933333334,47.19622196666666,parkings
218,12907462,56.14254865,47.259489900000005,parkings
219,12909925,56.09972740217391,47.321026760869564,parkings
0,2464484,56.11044878,47.17632372,school
1,2464495,56.110873228571414,47.180621428571435,school
2,2511050,56.13688079999999,47.24316362857143,school
3,3202912,56.14522919090909,47.190688718181825,school
4,3290679,56.1231638631579,47.261483457894734,school
5,4005550,56.14300224,47.17327676000001,school
6,4005551,56.1431420923077,47.17499835384615,school
7,4597734,56.11865509444444,47.17831337222222,school
8,5650644,56.13651328,47.157883133333335,school
9,5761699,56.14419786666667,47.160583833333334,school
10,5840208,56.131795788888894,47.28054468888888,school
11,5840209,56.12483625,47.272978650000006,school
12,5882990,56.118510777777786,47.25461327777778,school
13,6065619,56.10935675714285,47.17145782857143,school
14,6105825,56.12558999999999,47.205051100000006,school
15,6135838,56.14186643333333,47.19060095,school
16,6135841,56.14203600833333,47.19150845000001,school
17,6151998,56.1292921,47.2596278,school
18,7233192,56.07731578461539,47.28306655384615,school
19,7607678,56.13338991250001,47.2286806125,school
20,7613045,56.07763608571428,47.27861384285713,school
21,7769056,56.06734671333334,47.2829204,school
22,7923724,56.12469607777778,47.19225592222222,school
23,7936312,56.110415755555564,47.264542211111106,school
24,7964394,56.11284427142857,47.19287912857143,school
25,8187282,56.1292718,47.2454667,school
26,10016007,56.11374083333334,47.239968024999996,school
27,11069554,56.0811824,47.274184524999995,school
